item_id	cate1_id	cate2_id	cate3_id
57e92a8b2ec8bb72ce0dcf9546408b95	3	2343	107
010beed4285e5340461f2be97132d741	3	1327	429
d4dd0bc472f8d077f882141bf1c79622	3	23	92
a5f9b32a706f530fa8f2f0abe31176b4	3	23	92
45a4fd829971ff27f2596c6795e4b1f6	3	23	92
e313b87bf1b2aefeb0bd321b22108f0a	3	23	92
49048e0063dcf655722235a92e926a75	3	23	1367
3547386bbfde8d0f3f42eab59fc348eb	3	590	432
c900ff3705bb6aae467f0fb212974a65	5	1325	158
23414f550d48ea94668a9e168f0aee6d	3	760	386
8ad08e7bb07caa049527990f30ffddc4	3	23	92
4172c9f1be6d83ae6fcd6296562bf1ab	3	30	306
8ccaecef24418b9ee460a2ca91f5dd13	3	1660	429
a8ecbf4f774ed736b33ada95a986faa1	3	23	89
dd39daf1b818b3596336e03ca0d1f5e2	3	23	106
c32c7dbfc29a8fac03969cc0b6607318	3	361	423
e8d79e13ce38131cefa4aaa3621966df	3	30	306
b67b7ff96b81e16d7d2031847406cb4c	3	23	1367
ba9f2871382104c9f3fb02f3dd5173d9	3	23	92
a22a779de31e7976aa6d022a46af48c3	3	590	432
0aac9cd52ee034ceec49f1797e529397	3	2343	107
31c2167f3d89f4af08ac2205428c268b	3	23	92
783af6c7c895543340d4d014f0feebeb	3	22	92
208ac0614c5114777195ce09a952415b	3	23	92
d72dcce671cc19aff6f8dec76a4f43fc	3	23	92
49f51a4a3e537220eaa66d4f6414b148	3	23	1367
fdcbb9ef830d7db5e456708a3ccf1e5d	3	23	306
4678a32879c588d96fa62c04c25fac7e	3	23	92
d2553dbd76597a7e3c5100fdb222def2	3	22	94
8e78d47504703829fc6d7adcb3971d44	3	23	1367
ee7cc59c74a79db5a548057032c31e5a	3	23	432
9f7dafe8a2d5fbfe04268a173100c31e	3	23	101
c9f9be0d2695086e24f8e77bb64cefa9	3	23	92
065f529a27a27d500a0d35feb7f2d8cf	3	23	92
64f060d4e900035942b1fadef9051c4a	3	23	92
117ed855b7272dc8cdf851d9ae712d45	3	23	92
f981733309f7a24bdeb9dc1e3e240330	3	23	92
895e9ca08165cf1954326de62e1e1be7	3	23	92
28a338354662f9360e4437fdd2118e92	3	23	1367
8d1ee114d2293dd639d4736b86c7c45f	3	24	97
867eb5942bea15a58b18468cb4115b08	3	22	92
ef10478fe01d4742a996e9135cd32c95	3	23	92
543a79498be4622a8560332c56351850	3	23	102
58120c15028b4637f29a48ffa5ee870b	3	23	89
f925190ee824f755492438bd8878cc93	3	23	1367
5ae04b5f9616523c0f3f04d052070e36	3	23	92
d3f872b7c17f57d0a6ce30cc0fa47e75	3	22	89
938d479fc9cbbf0916d693202807ba8b	3	23	92
09ca99d9d1a4e878670042f0a2d065b2	3	23	92
b3a153dd1e3c025e906b2cd7864ac2d6	3	590	432
a85e77c1878040024b7346e3f8c0e72e	3	23	102
f00189191cc9991408d5b961dc310491	3	23	92
f2757ffd9c4b1a4d181f13f49918b7ce	1648	23	92
e4ecd4cd651d7caad50f9add78bbc609	3	23	1367
ec8ed544406a9226dc6366c350ab3746	3	23	1367
7d630935826dfc10124b6e60c9be1115	3	23	92
4ccf436db446bf658967e3b85b9179ac	3	23	92
45199b127155b998bb02b4f758f4ef36	3	24	97
098fcb9188aa06e4f72e058b30c2c03c	3	24	97
890d595c5eb99394d58cf1e0436a9600	3	24	97
21932c3c2eaa229e1e0d03c5d440e1df	3	24	97
fbfae067aba1438e3218d52713f9c347	3	24	97
275df81fd5acd89bafbb8915bc4aeb89	5	24	171
f0d28af940ef30fcbc04bbd7c6b2a2fb	3	24	97
39cf1f187d7adc69e22ecadccd80e75d	3	24	97
4daefd7df43c96f9c0e5fef884cef921	3	24	97
026816a56a1edd012222ea059f2083c8	3	24	97
4b68aca48eef7c158a72e41755db3038	3	24	97
71cc7d6138fc921a073c9990d2d99c4c	3	24	97
ef114f9149ef6bf9025ee1aed46bec9d	3	24	97
fd2d9019416fc114d899ecc47c4b4374	3	24	97
b2a32e0442642e5835320fb076b90ac3	3	24	97
c7bd9d6a0ca174f25404490cfaba96b0	3	24	97
3f79ea8e62e3a56c223d790da582c76c	3	24	97
fab3ecf52eb8e7a233f7491b24a3d674	3	24	97
e0a1d14cd07f4c0bc06996908c4aba50	3	24	97
1aad9d4629dceba825ea646488f4056e	3	24	97
e4535666abda08015a59d6392495d32e	3	24	97
1cf2ca20f8cea5aa349b3cd2f4c3cdda	3	24	96
ff2040dbbacb9a243a1d024627880a5e	3	24	97
69a84a19539189f16736cfce5f7a1a62	3	24	97
1ae96885eb113066a4f32205c8730662	5	37	171
84ac1eb4ed70be64e24e2f18deb9b90e	5	37	171
5faf461eff3099671ad63c6f3f094f7f	3	24	97
a0650e09a168056c25b1e6b402c984d8	3	24	97
6c8ca2c233f9caa520fb7626246d5c3e	3	24	97
bfc19163ea4d739e3d543c72eac219b5	3	24	97
cb233147a58a585b92515ee2272eb95f	3	24	97
dea23c03e0dcea32602d5fb6aca94f3c	3	24	97
5389cb7423745b1c88dedd8244f56e45	3	24	97
c4b9db9b5784deddadc0a416676e3977	3	24	97
054b2d3a99a729eafd16be759608e00b	3	24	97
a312833bae6b2b9916b09b682550be7f	3	24	97
5a14d7901c55590de3085951a0733d9b	3	24	97
f0542cd629680f126946ab7d93f6b2cc	3	24	97
7293e7d238ea2ed4f7f85d718378f51f	3	24	97
d7adad233b2c8a368bff3373fd1cfe71	3	24	97
5987bc63e457dc13bc1b750b4d137245	3	24	97
fcdc841cdc57ccec328b6b4109df5383	3	24	97
b2a44f99d05721839d0505b90adcfaad	3	24	97
17c035b1c3e9aa28d86631b50164a291	3	24	97
ef21fddcafaadfdcb7b78c066376f712	3	24	97
eb66f1fc73b59bcf07cceb32afe042ef	3	24	97
13740d69de9a129c45022e38657b65c8	3	24	97
f0635d69b5707acd7b9aedaeb33047ae	3	24	97
f92d9d7de512c887b3aae3a2f4177e1d	3	24	97
5431a871caf9a60ee7350300735d2254	3	24	97
738e1b30bf62b5661b6bf64689098456	3	24	97
4763b2dbd88dee17a703801befa4c552	3	24	97
c34ee25c2983cf28f845a0e63c8c1e36	3	24	96
4ed94ee03b23459b99703d991b4a431b	3	24	97
66a19d66d40686e2e83eee0f263daddd	3	24	97
6e4e112a32030760304de61451b09c34	3	24	96
55d40c34a73abfeb98bce71b4bed0951	3	24	97
c2185849fcca51b9d838f916c8bb2dab	3	24	97
bad6c0c5bf27d2c2897131bef218cdf4	3	24	97
4e31cb1b7232d05d8be086274404e70a	3	24	97
1afd805988b3360a7290d632b226449c	3	24	97
e7115d2d3e196ef0d3bc82c0cc5491c2	3	24	97
abd5ea98983ef0e698d6143004dff95b	3	24	306
685e2bf0887221d3565dbd0b88ddda66	3	24	97
2ecd9d872fdbb656bc875b287046681c	3	24	97
34ae071750a91321ce947aff7d1c9fee	3	24	97
2517db4f9ce0d8af38cb98822b0fea63	3	24	431
ec6c3991aba660adb69f39d1a905ae92	3	24	97
af4465dc6061fa59742a99222f4d214c	3	24	97
7a0f00e6d5efb1121f2eeaaba80fcbfc	3	24	97
38ba9b2976bd8a7c8ff9762f80149067	3	24	97
78d12d21738380b322763611ad2d3bce	3	24	97
6a79204009b471909b6526292f5f98ab	3	24	97
13074642146be0790f98fd9b31875d0b	3	24	96
463bbb840dd8804bfa2ce9760cd8da46	3	24	97
b15908142d6865512aa18991fe8f7da4	3	24	97
6486a8e1006f61fd31b649c9ffe405f3	3	23	89
a58852378fffc2cb5afc7c45a6c7ea8f	3	24	97
301663af69e4461de3abb7ab4f9409d7	3	24	97
8c562d3b5077db1fafe584ad21c353d2	3	24	97
4775cf7075a08dfd1f737df5acf40668	3	24	97
bac97d26ab905d592924fdfedfd52687	3	24	97
7c4a22e54152705834e9d271a053da40	3	24	97
adab070fd9c8ac8674f03aa580493399	3	24	96
ae2f69844094edf2c72ea0a571e609d3	3	24	97
1abe7b4371736c10d9aabad521966677	3	24	97
d8c6795a27d41e18d39d38cb678a6f80	3	24	97
0f7bf03021b843e9c129690d3e2bf2bb	3	24	97
0395d0576744cc349c65e2a2476ce7e2	3	24	97
93dfdfc0db4316c8c2aa3a1c3be060f6	3	24	97
1e983a757f4b7748c30862449d417d62	3	24	97
bd213a220593a912ba8c106f732c1160	3	24	97
1f46acb8b0fd5d346382a842a66ba7ec	3	24	97
c572268a591875a19a5e9838c2fea8ed	3	24	97
e3936f9af0acc35b2080ea4d6fa1f17e	3	24	97
208c4058cd92a6371884cc2d8dc208be	3	24	97
dcc0dfa3e4730aa6310d771dd16e4a03	3	24	97
1d3a4703a80eab53b18019722eb5af76	3	24	96
2030274c0d2620fc239d56d9e115731f	3	24	97
a8d6ef67709ce7b8e99b0281fa95e76b	3	24	97
1fc51d6ad8e3b9247732a7aee9b1962a	3	23	102
8c9f792cb60d61d86899b7ca0a209ac9	3	361	102
e4f7502efa20cc2d64406cdf9ac6ce5a	3	23	102
e5e9469ef36f1de2b80569d47498f771	3	23	102
4d357352aefd213bf107ad199b06272b	3	23	102
e595cd1034fad5c606e780d19af96bfa	3	23	102
3ef147f4efbc6bd7f7f3f8b462e368de	3	2341	101
10cf288658c98750b4906b00c132e296	3	23	102
55abc6fbbce5a55cd91e19fc57d7ed40	3	23	102
7e411f2c55bf9565f43ff3b73f111a27	3	2341	101
fd535e0720fd93553d30060ba7f7427c	3	23	102
4c3ca074324670217044461842e67f24	3	23	102
8b8dffbeb37d5443f4705ba2c9026b86	3	23	102
4b45f772737814c13cb11f5511ac4102	3	23	102
65b09d89923fdce17b6285314763e6fa	3	23	102
b6623b6010a05f40b8373b099c3ee939	3	23	102
e47f4890e38ddc0b92285f46f7ef80b4	3	23	102
2837db14467679ee55ab991e69bd2c18	3	2341	1365
cce41564c44a4ce5d41502e0bfecd43c	3	23	102
85b3b85f4a09ce25431475c790eee62d	3	23	102
9d6398dbabd6bdd90715f727373b6a57	3	23	102
fecc398a3355fef133536bcef1eaaba9	3	23	102
f7480e63697864e28a227be2abb1650b	3	23	102
fd7c8f3dd9499b9fb8c8258f08b881c3	3	23	102
743e739bc1598f6c673bbfefc36da2e0	3	23	102
821597d05aca2ee64d55f58cdcfd7a43	3	23	102
317c83c3ca680a6b8b5f6986732fd0af	3	23	102
a976a3965797a5a8f06730c872777515	3	23	92
604cdb5508c2000b210f6041007a76df	3	23	102
633f6b3904b9d3be7ad832171aa3bdec	3	23	102
bddd66e09a484cbc23874e758c0588fd	3	23	102
02c7fe33f82c5cdfd207107681027633	3	23	102
0a57b4fb7e65bac7a5251dd7041ac6ee	3	23	102
31f6db0e9d09b5b13030ab2620af3595	3	23	102
68c48e3e2e1ad52048bb47176f98d0c9	3	23	102
7a8800da3ea30f34eb2f18931c21b738	3	23	102
5b09983aca45f3afec597d63523aa773	3	23	102
fbce63a0ad22998a9cfb5e7bafec2696	3	23	102
5f06b8de7390eb28cd33942a3b3492a1	3	23	102
f8f6de01e26e99f759a0016cf0ea2ada	3	23	102
ad90f512ec2cda872e6950e61bf85504	3	23	102
bed36e2f788674cb54fa06f53619f749	3	23	102
efea902b4048c53f3a720034273fb179	3	23	102
275eb0877ba1f729a2c9c9dcec784281	3	23	102
b18d777ad0925c07bab5ba840896638a	3	23	102
e10d6c2f0a9424d5acefeda4ae76f03a	3	23	102
d60a5e039b0b6779e685521535e4cdf4	3	23	102
24b740bbdd05093f12ba117c154fce85	3	2341	102
8755aaf8e5569cffcd8ea24d4b857bc4	3	23	102
45dab6d54c80b30eba25cf261a781bf9	3	23	102
813aa1a49906faa207737a5112a8f96b	3	23	102
0877a87cb7a1d7d7dea2c1a1d9879749	3	23	102
ec5e2d614d9f5154cbdd4e2b232242f4	3	23	102
07120c193e6e17438fcc695de5cd6c30	3	23	102
5f673856e1e975f2412918c252492f00	3	23	102
009ffd1114dcb77718222482df8a7822	3	23	102
681d75e202535d4de6d1fa4e32baad9d	3	23	102
bccd2433bd0bdcc0bf9609c8cb25546b	3	23	102
17eafe7aa15e685f56be99ab00e0dc04	3	23	102
68637033618e7e99ef5652dcf717221e	3	23	102
cc22449f2cbcb24345880b35b0a89006	3	23	102
74aa2c140071774fd9fe1166709766ce	3	23	102
cc728b3ca00e209aff65b4265e5b1c56	3	23	102
77b7fef56475bb7460dd0f350708ee2f	3	23	102
24b4ff547a9bc0d58000439ff6ddc828	3	23	102
a074b125299057bfef33e1d7db5b7eff	3	23	102
9f043a60a94656354f7a80b07058ff65	3	23	102
58457c85b3b6abba2b8afd9a8234cf8a	3	2341	101
fa25145a6481dad23220189e9005d037	3	23	102
09f2330034e38cae6cc1a712ab171721	3	23	102
3d63fea0b80b931f515afece64c41c21	3	23	102
06e6e805d4eb06b99af6f13efda87f68	3	23	102
2c557fe4623cf458cce18ffe6999de2d	3	23	102
7bbc14ffc5b082351fc154adbc9037fc	3	23	102
a9a2ab33acb15d8abf5f4850aaa7b934	3	23	102
71992a50c8c25fb8f87d27ea5e96111d	3	23	102
58abc8ae101ae54dd6cb01952c570127	3	23	102
566c75f959dd0ec04110571a20320489	3	23	102
3e55241d0b5ac588f05f47f2e36df890	3	23	102
6b8bd3457cbb05d97f0553b4e7737554	3	23	102
7889394e91ffde265cfed8efd4ea48dd	3	23	102
029b058b13bb19f630f1199f4fa58e48	3	23	102
4b689d57c93e668ae79d542d687965cf	3	23	102
77196b6e498fd702e6bb4cfac3a33a96	3	23	102
632130d0755103671411aebaf4d2342f	3	23	102
add0dde49cc4535a52d09d1051167261	3	23	102
6ee5509a86dd0f72204eaf0e9b744bd5	3	2341	101
92fb89976f796e52d9899a88a79303ef	3	23	102
bbeedb4c89488ee01e236690fa4f79d6	3	23	102
3875aa949eaeb4204455da34e7f998a4	3	23	102
50ad7b4dfb0e53a0217a33fc535a54d9	3	23	102
d9437926cc8d785a7bdb8578fd85d8e3	3	23	102
916e5250469431ad87f708b3fa195f7f	3	23	102
2479585fdaa0f81a96571d7c0f129d69	3	23	102
4fec9d157769980edf5a8f7d9ba4f5da	3	23	102
e06b6d6eb40c4f625092fca2154c809a	3	23	102
b365366e899e0efac5169830e2c89bd7	3	23	102
05011160d014ac58c6e1f9fe7363604f	3	23	102
5989da575fd046105852dacb4a4a815d	3	23	102
f68acd489234e60137ac6772ced7c0e8	3	2341	101
9698b6497b82c7a111c187c1edb4a13f	3	2343	107
8874747031d0ac967ac1e1c681dc75a5	3	2343	107
4d9953e68675c01c5b44e26df0954af9	3	2343	107
a70128175166c432e22397900c650611	3	2343	107
137371d98bd640998a824a0053f81df5	3	2343	107
9ef35c3a55c543b7a7067dd35d51a1ce	3	2343	107
32edae80dd5a2384d73068e006acfa87	3	2343	107
a0febca5873988859c6876f326d19f65	3	2343	107
afd828def1bcf00ee02d6d72b4934873	3	2343	107
fe131f6923653f6875b73051f9e3ac3e	3	2343	107
6c4213c176729500f3e0021d3dd52217	3	2343	107
cc2905f9c3e5fcda4d1878b57c486a54	571	37	107
e2356da5b0a82759e309a2c712e70aa9	3	2343	107
87719f953b9fb2100db78dc758faa63e	3	2343	107
b2ef7f43d831aebe9fb6429bd14245a8	3	24	96
478f416c469c37320cc9165baf5aff74	3	24	97
0fa7bc177ab66e8a1c36bcf8d681ae0b	3	2343	107
4c5d748d83169d3d62ad22b61988ba05	3	2341	107
be727571e69cac49f76911f36deb4404	3	2343	107
4ec8a234797050c53fd4864c859ebaa3	3	2343	107
d2e005e6d00d725e5efcbf45c14927d5	3	30	92
3ce6585282d4894e58c4822ef31d3259	3	2343	107
b0c364dbadb10a1f295728c3198d802a	3	2343	107
7e22701932e274d165dec92e565cd8bb	3	24	107
d61c278ab9fa6fbfbb86c633d21e6f70	3	2343	107
7c7206b8588ba2b174d8db0754409a6c	3	2343	107
ea639a9b6e2df7e3cb859da68d9ba8dc	3	2343	107
6c4e9fa9fddd3fbb184f220a3c702e22	3	2343	92
187f6102674cc4411d9ebfd66122d007	3	2343	107
6149d39daf698ee87c11bf7e145d99ae	3	2343	107
89a183c0c11d6d0ca7830f9d530a3097	3	2343	107
c1f0ca5b313f3e20013aa67ca638c969	3	2343	107
b5176dd097a55831cc0d12f7b283659b	3	2343	107
616247cd23c9f1bf9bcb3e73f22c331b	3	2343	107
708a0ba0898992d52ea31290e6acd20b	3	2343	107
9f00fd5ab91e9fd1be1e469cfb439596	3	2343	107
0ef68cd5fdef19452787f7dc292a1f55	3	2343	107
5dbb784b9acd6aeea5a382686fb3f311	3	2343	107
bcc1bb7c47dc0babd709399ab32e16de	3	2343	106
473041c6962924a58a12c6a65cc378d1	3	2343	107
970727f375531ea7b2c09d455a378a78	3	2343	107
a56502920b71cc0d76f5565c5de32009	3	2343	107
b61542a9c08e2c10bb26fccb1afe30e2	3	2343	107
d672c7bacd7a287116590eb63942393d	3	2343	107
b42b244fbaf70aacf8c95895c226d163	3	2343	107
2d1858aa30968cd292b190411abf6fa3	3	2343	107
c2c7daab4fec12b15ab175cf883e43e1	3	2343	107
82c0465fcb2547c51a6370b8fd61d185	3	2343	107
804fb323cc9a874af696c254656edb65	3	2343	107
ccfeb0a0947919696e5562fca7ac9790	3	2343	107
603cdc215ad8228e14ea799dd9816e6e	3	2343	107
1f36cee7e729b495c76a6e53434f3cd7	3	2343	107
e5b1dd480456bff3e6fadca911a0b7ed	3	2343	107
29a0781c3b81e7efab808d1b8678acb5	3	2343	107
366c04e7f3268f1e64c78459912c8caf	3	2343	107
ea3bccbd40f2db2cb4909d95e540cad8	3	2343	107
1f5d045a2470821ef847ecaa936a2a9c	3	2343	107
5dcb005ea932a2b49bebb243e0e59f6b	3	2343	107
10418b73ae9333e68c0f598947753d0e	3	2343	107
75a87bb3d77421dfa186bc3157d8e82a	3	2343	107
690985ac6a27f5513d34ba6662584c97	3	2343	107
25d551dc88c267ecfb1970862c66bf66	3	2343	107
ebd8a2b1e40f4fb6b640a02e682fdc52	3	2343	107
3d8c9680496782c25fd19462dc49d9a8	3	26	107
c8c23467b5218034b5af79172c5d532d	3	2343	106
1f73205fd56933186740f599a856fd93	3	2343	107
522bfd1e4d288d0feeca02b3a9aba67d	3	2343	106
eeb4695732a828895f9406d38f2a911d	3	2343	107
15f51d220fb0a5ddfee41cddf1119c0a	3	2343	107
e3f1bedf1ba3728bc3ff635e4b8070ff	3	2343	107
51d6d6406ea7ca8a84f49ba4dfa5e700	3	2343	92
b0dba4b1414dd8348713094b14d7e144	3	2343	107
910c12a2a9994e5203473aaf9f8be927	3	2343	107
382bac39e09965c426c1784db45b590c	3	2343	107
f48061ee30ee3e2a47ff77a2a3a7d05e	3	2343	107
ffae5e86ec3fc3ad7ddd7bb66eac4340	3	2343	107
8fee0d99b785e53b3731941f855c4738	3	2343	107
547bcb6915970d4241cb7c04059d7fc1	3	2343	107
b877be013368d9262a506caa7c367896	3	2343	107
72bc234a4a47e1f216a1a10cad1937e2	3	2343	107
f8fe742afd3e7b5ef2b486f3923e4a64	3	2343	107
2adf76d5302b062e4684e9b069296771	3	2343	107
f9c5916f9a5c1347492aec121bc247b8	3	2343	107
a3aa014eab38bfe9f7e82555ae9498b0	3	2343	107
1002144dc834ac32f5884a5549be3ed5	3	2343	107
4e027b6a875fad2efc7b4e2c4b8d18c4	3	2343	107
e98a95f9d0b45fd61fbe43862949d8a0	3	30	92
6d733aaf0aca02b570ab272600bf4a51	3	2343	107
aa6d4debefaf1d03a69265997d8a8a6d	3	23	101
792ed832cc93c4449c75f4048ed8715b	3	2343	107
0e6ace69fcf68a68daa7a9f6971678af	3	2343	106
28c0d5e43866f7d0235aff6d8ab28880	3	2343	107
52b498941f9013bca788e655f2f15cf9	3	2343	107
7835cf851b2347d04328c6d65affa5fc	3	2343	107
987bc1758d34df64310b318e86219efe	3	24	96
b1777061a48bc102a37b870c324a89a3	3	30	306
8df18335041c2615dabc954895c10c84	3	2343	107
bf06f321465029016c2b7dcb9541730f	3	2343	101
64ab1444552eb79f85eb0e7a1e5a002a	3	2343	107
0cfe03046ab0d7777b83f4f1151ac22b	3	2343	107
f8185d85980462e61a3773efb7681e3c	5	1945	152
98683263b3b62d041aa17ac6741ef90f	5	1945	152
9cdb9876b8d4e003e5abba56341f625c	5	1945	152
82d29ce337efa0c1974618223bb0a380	5	1945	152
5b147c07c9f06705ebf27c3df42535ed	5	1945	152
83fb33a71a35a8641309ceb50c9f522c	5	1945	152
562f76e58412bbd7fe54107d06d13c60	5	1945	152
a5b6747e0e85dc5059a866234d32777b	5	1945	152
83f8ce3f5ae610561e9f18b008e3469f	5	1945	152
8f89377eef32f3998f63347cf9b1da4c	5	1945	152
04dfa78991b5140d09df3164008cd690	5	1945	152
d1acd039d3876762349d6665a65b8a61	5	1945	152
ca09e5ea5c3a1b7cf4e2a50087b40f00	5	1945	152
9fe791e6273d07ba07d610cf82e9f598	5	1945	152
ffc75a5852934e6cf5534c3f0ebc1efd	5	1945	152
459cdafc60cd5677e469d18d7a539a84	5	1945	152
903cdc43c29e5d069d5b0a34ccd46290	5	1945	152
de748dc816a712f72ddb5e0d2add7e8d	5	1945	152
b9d7acca3cb6f5349417372f2ca9b32d	5	1945	152
4183587d53e7f375e1f2a1a83bfe306f	5	1945	152
8d6d2a82e6a49f74a37205f9f288b24b	5	1945	152
6af0d9c5ea8a6a01d32f77257f6db78e	5	1945	152
17a78a790f50292c7ec66655c231c159	5	1945	152
a0f7fe97832722d37b6d23a225ff3810	5	1945	152
9ab3849df16084a440e65c99dd63eee6	5	1945	152
08cfb50d3f3f09b73beef82f3a703749	5	1945	152
a9c272b17c2ac6287a602b6baf4f26e8	5	1945	152
0ead6bf2f5573643d220d7a07bae19c2	5	1945	152
2475f7b6b66b690ce171ba99dabfc81a	5	1945	152
b4ff1fd1d52104f773005e31e30f7b68	5	1945	152
b6a4d74d65bb81fd5ec02937624aa4d3	5	1945	152
d430446d49c9d4ce704bda0c1278dcfa	5	1945	151
b3c5569b0c99d75a4e2cd5d5d85979ed	5	1945	152
177683fd1a90425f7d4539fa661a69f2	5	1945	152
22d3140cf504367c34a1a9a330bfa8f3	5	1945	152
5d53a015b21c549cbf7c3ecb9f8ce0fa	5	34	149
ff09755fb1edeb6df1263570b4466699	5	1945	152
0cce996fca25978b40366569e3292897	5	1945	152
0e41892067c4382eb3bc937642a646b5	5	1945	152
18d80d499035a5130733097a966e4674	5	1945	152
ed879c2535fb6bee4f23c6d701b4a132	5	1945	152
e3d5a2d4dd9ba0d048cc68057a525110	5	1945	152
0fa1b0af618677b25c5b2fd211c5cfe0	5	1945	152
c1f3549f803242fd515f0cb39c141604	5	1945	152
6b7e438235a46f2b02a069fc17075217	5	1945	152
611895457e87b581adc5330bf48ffa04	5	1945	152
fc738c71d0ce55294ab944c61cdf0d8f	5	1945	152
cbbc11c1e32916acf87ea40126c12c13	5	1945	152
0490cd3a67ba409154e4126ecb3329e8	3	1945	152
c5dbc852ac26fb30ae1bde5c0cea0da1	5	1945	152
cc336366019a8f08676b3e084707cbc1	5	1945	152
2c17c965d6d1972cc60e36ebfe1a3d0a	5	1945	152
b11987fb973e5aa5388797b1dacd524e	5	1945	152
3940677f74b23f23c2315a09fdb4a942	5	1945	152
1cc13fbc4672390d4deec04d740676a7	5	1945	152
74b1b048769ba9956d4b6291a39a57aa	5	1945	152
7896bb26a0de2a97581c1bbbf41f5018	5	1945	152
6a27c38546d520dfc8b699e5028f57ee	5	1945	152
26972050330ecb75ea2605f87ee6294c	5	1945	152
f6a48e7b74d45f54d5c6b5b99a89b0bc	5	1945	152
af9933fc3be5eed767914e47da4288ca	5	1945	152
4129a4b2c2964c10491e490ac37b3f93	5	1945	152
6a96b729ac6eca7248c170685a4b9867	5	1945	152
de685a5ba71dbe0bd20a9344dac6f4d9	5	1945	152
6e28bb4ec06d33c2e3a651b915f295ef	5	1945	152
8b98970c73262396727fe7167218ad9b	5	1945	152
2f5d192e38314307570094b566bc2e9c	5	1945	152
1d01c2aacacf3c6d7cf113d49c636091	5	1945	152
5c5b51a0ac62d6d939434575400cdb4f	5	1945	152
b86ba1ad23d1836f15a6ca8ca6b68916	5	1945	152
ba5d4f4aad4eae476bb4a01eb1f70196	5	1945	152
a861136b881a648f52da17163203c16c	5	1945	152
71363f94f856dc8c01160bbdbd53aa6e	5	1945	152
bb7bbbf35defd03842ad8c1b29570764	5	1945	152
b1f22e3523bdac51609ed98a9952470d	5	1945	152
41ccb14d91ecb6f56550235117ffdf95	5	1945	152
6083d681b2ae120a72e921a0eb124bc1	5	1945	152
bbca52e3b5633f47d988d4154b89cf9e	5	1945	152
65b8f06b7fecd5f54137c1b553691223	5	1945	152
70dc816bb348ffc391d3094cf59c8771	5	1945	152
888c062e8c67d709f6f5a1c04cb546a4	5	1945	152
3423c8199b1e39e91245326376364445	5	1945	152
39fe3f554f5d0b42fdfdac5300704876	5	1945	152
b050285d2ce40b4398647c923ffc769f	5	1945	152
6c6f6b98acc47d8f3926a207343fedd8	5	1945	152
5b4bd161a6ab6abdd32fa2a18b2c7e1e	5	1945	152
5d92f4c50a561356af2e672b70acd639	5	1945	152
630a329b3e27a53f0bf3548f28a927b8	5	1945	152
f2e0cf5e5c053ac48ade5a2bfebf0f15	5	1945	152
900848bc8d6123b283052da641e1fbbe	5	1945	152
91c76691bd28fdb665f84af87e660b5e	5	1945	152
df09b5b781c5b2711662651a9445bc67	5	1945	152
